Temperature_C,Ice_Cream_Sales
24.36350297118406,534.2357803007114
38.767857660247905,773.3846453727684
33.29984854528513,649.3409851049066
29.966462104925917,655.763954181736
18.900466011060914,334.56890320873094
18.899863008405067,312.0330814694989
16.452090304204987,342.2422395856997
36.654403644373375,718.026446156889
30.02787529358022,569.9205213576829
32.70181444490114,675.2869823170034
15.51461235739506,317.60626856103715
39.247746304049855,768.0325671588953
35.81106602001054,677.812188440084
20.308477766956905,432.3432751875425
19.545624180177516,410.41851894231013
19.585112746335845,388.72697901333544
22.60605607398844,507.5202313611988
28.11891079080595,530.2756728263345
25.798625466052894,470.20675419331565
22.28072850495105,424.85732800258364
30.296322368059485,604.5588668705248
18.487346516301045,377.04711380570166
22.303616213380455,438.83524253191916
24.159046082342293,493.74258354227476
26.4017496054259,490.4888093828046
34.62939903482534,735.9009188187046
19.991844553958995,397.37235572740286
27.85586096034029,590.6360941544496
29.810364221551062,606.4890448223523
16.161260317999943,336.9278029346124
30.18862129753596,620.8654443576854
19.263103092182288,398.69331864416523
16.62628982463199,351.80747928866606
38.722138431333335,814.3173445306397
39.14080082686398,788.7116516283238
35.20993370291153,725.468786785886
22.61534422933427,449.6148137580686
17.441802850159597,392.03957346667613
32.10582566280392,621.8247441943004
26.003812343490033,574.1044598571251
18.05095587111947,359.8143789030591
27.379422752781757,504.66520199209367
15.85971302788046,321.0373930049329
37.73301005196955,734.2286513151446
21.469499540000424,454.6092972696702
31.56305710884955,611.6824227979192
22.792776902235275,442.4700350482621
28.00170052944527,503.3477886605395
28.66775698358199,559.7859500941674
19.621361388138176,319.7108479638948
39.239615694113965,737.2752291777076
34.37832058402786,710.378851364886
38.48747353910473,793.3234755416195
37.37068376069122,760.1774020673735
29.94749947027713,569.9407051116663
38.04685587557792,759.5057768272991
17.212312551297988,344.1381748532427
19.89957156047863,363.24049053379633
16.13068222276345,367.7155935082835
23.133258269081608,488.9860340989023
24.71693224223705,487.70971962985107
21.783725794347397,436.48109105678384
35.718437728798236,720.6202388143912
23.918833167339734,417.12461729406596
22.023362742184517,433.0519333680724
28.567402078956214,550.8885141391903
18.523105624369066,340.4135121905339
35.054924518850996,692.6654815904413
16.863766091994272,391.20591764537113
39.672173415012935,812.668754138269
34.306119232416435,668.9870149548449
19.96789203835431,416.53532420777094
15.13805292809006,344.74172165938126
35.386535711370854,735.4697247148002
32.671433596190425,655.2175830214137
33.22517920102469,645.0954806893265
34.281758667148644,706.5818727513805
16.85111629335226,348.8268874296977
23.961643213606813,506.0886608729682
17.896726488128245,376.989683813024
36.57758564688984,763.0382943973768
30.58245317068895,595.592007066962
23.27245062131623,504.9708343953544
16.588958757150593,337.70716328378387
22.774558042891556,517.7489870365891
23.12958305066868,441.9160264706866
33.2401544584516,716.8820032639894
30.93893678388033,624.716059181486
37.18031856440817,724.06383117973
26.805373129048732,521.5908875593451
17.98985614845754,350.18670372332116
32.83111968057487,669.3473720035549
34.019626215422434,696.0775889495136
29.031929939237408,563.4275986665908
34.27417949886403,684.7529522094511
27.344889909109767,611.1659089405513
28.06832073454985,613.1927097940184
25.68852545896374,526.8602192694957
15.63547816860238,313.84966771709355
17.69728567483261,357.54665329820006
15.785729642168356,334.1201320252796
30.91026028159451,587.5214286759381
22.858899526908168,449.456694415463
27.71426727911757,504.2278233660237
37.689161848152324,765.7599306412048
21.232305728721872,444.0619927655197
25.259573075890742,490.6958676488336
33.888778463576216,724.9951721702253
20.71995413729056,377.626112855741
16.924497745719826,294.558708508102
22.2437863228442,451.6092810136832
19.03053218135011,412.02359270536687
38.242441308564324,815.3666569150225
35.20300948911043,690.2936618961404
30.835093912760584,649.0623032581506
36.786514754692945,734.5750410088377
35.09180192247786,696.6572194513326
19.664251472150895,419.7948275676181
37.313974962249446,765.8491855973916
28.48355604789127,522.379356248298
35.18600387910156,748.0162880738081
37.40228249808733,789.4483905861703
22.950086874296595,440.23485644064607
17.75129811319192,366.90006826696066
20.698379063548543,428.78848685945303
25.677694715656408,521.3741072878454
35.45036914806233,692.498228345884
36.51826458140859,710.2165905900301
15.173803263279767,302.709443135852
27.768682564439143,590.5555218665638
25.435275078719474,525.0135062122224
20.552695261768257,399.935475272782
17.99663418334207,383.08364498629174
23.4403792850907,383.3513070829117
38.572742597812976,805.9178229674226
23.080073300518883,409.41005264703466
27.969765543584153,548.522082629589
32.57547397237944,617.9193826088044
24.09074005948235,442.97435691801985
39.29455206802402,820.715844981836
39.06118237355278,767.1926114316989
21.294557395634104,436.28626436460354
27.431212647309636,547.2166355798171
22.521957745419243,464.7503797250785
22.12101235943669,444.72490392054146
15.92217368386332,279.9537069516093
30.23910834949742,634.6701715733626
27.56697558072154,536.5268141195913
16.286968781249733,279.0419186652021
21.966161605915286,426.47977728932835
37.70664714916634,799.1557367023562
20.989047266674312,445.287597596891
18.622371802280576,361.98787201337575
27.236319006939077,534.2486490092288
39.641261352765014,783.1761755187788
21.05138178778751,483.3300752625754
31.803388685146963,647.5258372698859
34.04049038321794,693.711057080091
20.940938599809993,449.72727561715516
33.205408715296485,671.2718490767251
24.194578317981332,476.12030198500554
30.807645764839485,610.2624198242404
30.838242769022365,614.6168175980254
28.394367101868962,566.7706749420839
17.257244251360206,366.9737713363135
35.88256238973095,719.2096243688379
23.019501624293397,482.3692348023353
19.662962759996354,390.8377577966696
16.0193785388691,322.74662648686467
29.772323579706047,535.5004510581576
31.93910904605706,666.2720111622156
15.414695723196404,318.6885687408679
27.802326457482025,585.9868324454301
20.66239437994845,326.3602262531583
31.129319760236246,685.2376363481467
19.359160725124788,382.9955256578405
32.27344345256165,678.7143535533585
24.668383657513434,462.17049533650277
38.418249718418366,786.7482115202445
18.43802360364983,337.158005177787
23.52665877625646,451.82010670425507
17.83683803101473,414.1577012362982
38.11734045696407,756.6263371163811
36.93348383452452,745.1926628858821
21.44854069287889,455.07284577824043
31.499601150854478,644.8624796562676
35.4305550050304,713.1236672549152
28.880020289986557,588.5492358737179
28.24126445890016,636.9277567351514
21.046307272511292,419.1975815392183
17.32756919514748,352.58435530439857
37.43039394883317,780.1275108568918
37.51045142908326,783.3748065704048
30.827536431831696,652.1616378034454
23.475744776217518,488.6768021852259
23.73023936531652,440.3146399244159
33.14889197175599,711.9807854041526
37.42775649881443,714.164768185728
37.177160606627936,752.6222760897297
34.496888646440595,667.3094974282312
31.050791153857194,619.0916726793541
17.103499124876222,351.9328548066289
19.040717852365344,390.45507351081505
37.463854713176985,761.9347168905983
30.160726491489747,651.6258679015543
15.229926290415742,318.20455485373424
17.536788571650803,343.4110723742966
31.587544227701397,660.6734996026787
15.126539596155467,338.21490659084856
19.020201285437466,343.5757912546395
28.718344734164653,592.2888967787887
32.297379942317335,666.9827811156736
31.299031487565014,617.0537246505005
20.606732736513994,453.4058591296284
32.8044805336884,651.5879430627922
20.931227187420003,422.39183735254636
23.134992453981695,457.50769435111783
33.662285127950604,673.7130739864562
31.240822476180366,591.9281969167512
36.23058526235445,681.4101787692603
31.440322307508584,676.6415980469209
29.20771508338679,558.7454612181859
17.341869195702312,317.09561343035705
24.19289507648584,419.25619812160534
21.630059192043134,413.4323314101776
21.09974108447709,382.30212788731683
39.325263868811135,835.7657321803138
24.82744311666901,526.8433750136592
37.30116387942783,725.378767233225
30.778465649931572,683.1423871589607
