Feature1,Feature2,Label
0.1832824396345763,-0.008758280975238661,1
-0.9520762467590681,0.7416726015623021,0
-1.136165901787801,0.6758129318225669,0
1.7911686320356315,0.10156817220755632,1
0.6752292995825133,-0.023066687205925113,1
-0.034697632381829074,1.3138446199814018,0
0.5557045171653731,-0.4029114265900203,1
2.03049145408748,-0.08018387836438162,1
0.20719933096634216,1.0118258945831708,0
1.878437183663292,0.5069010980700656,1
0.3738981804606721,1.0336694384272938,0
0.7297582532535865,0.3919960824478549,0
-0.3866080149977569,0.6319951226071359,0
-0.8242740339318115,0.5795146511856335,0
-0.08166186239796494,0.8221969414281076,0
-0.7049772066627342,0.9465407946790838,0
0.125130865595994,-0.1419356182120093,1
0.4941548180021435,-0.1265791537550317,1
0.45982827708724705,0.9694892052713467,0
-0.8843210742448234,0.3195472803511921,0
1.2178804710373683,-0.16353619741354652,1
-0.08362043555762308,1.088660660968034,0
1.6455360137173418,-0.25259796572916166,1
2.124784184156421,-0.10044615996807033,1
1.1202978368547303,0.48988345424592333,0
-0.558741429908904,0.8474871795208593,0
0.15538649787407438,0.6892282740987066,1
-0.7304557857469722,0.6098675946068839,0
0.06404358737639464,-0.3578516598551269,1
0.22892802848062566,0.7697784152581354,0
0.33962579990995767,0.19316391562409121,1
0.7916610982952326,0.39728641892754346,0
-1.0633359443684398,0.09279650820383031,0
1.0969649032579905,-0.7548063905667852,1
-0.6927989240125827,0.9305671767242952,0
-1.0585166990736168,0.3699451527295357,0
1.0151831013300914,-0.6899693679291423,1
0.038269600276472686,0.07904495492624769,1
1.612486259105618,-0.1441513117517469,1
-0.1982661215122664,0.5570559437150979,1
2.0576051027275657,0.13345688925591168,1
0.017985543342848763,0.7034921705310624,1
0.973170979829616,-0.5486779129617151,1
-0.17471878007024033,0.6162649799599745,1
-0.4790793678417945,0.8977137116164491,0
0.5022943076928179,-0.14397055882661888,1
-0.16967758190385382,0.5584998867126288,1
1.0348728212613643,0.1143624137195193,0
0.6854284005681972,-0.5019613259120234,1
2.1385518972807214,0.42625838923099146,1
0.5632251173101505,0.8803348332387892,0
0.8062764155702391,-0.6262320010027915,1
0.13137251353388874,1.3133343994407256,0
1.0585273294692221,0.2712542047512929,0
0.9078119849925165,0.24614049282501474,0
0.7151314823983357,0.07654244783077924,0
-1.4027044073374042,0.35059158407317886,0
0.037118927194257814,0.45844778113988505,1
1.096351062857341,-0.4526932884801656,1
0.067831736569168,-0.1797636554373205,1
1.927887828539793,0.31768406031828245,1
-0.048116363908081106,-0.2055313993468452,1
0.5181417800782642,0.29400958776209907,0
1.5935143017183044,-0.08141631028424304,1
0.9362192790320133,0.3990620841004625,0
-0.9620518130847292,0.05752012403374396,0
-0.23768465825182838,0.12691929916527844,1
1.1044880029686808,0.3098152758725408,0
0.10150195798394247,0.9438938926003391,0
0.5335240760006599,1.224197807687349,0
0.49664396151776435,0.8889518860244197,0
2.035351728616,0.3754616307710447,1
1.9216841252336774,-0.0435029137388619,1
-0.8259073311359882,0.2625559853472167,0
-0.10689184886584593,0.19175773824342965,1
-0.8887849809280592,0.2853666244333083,0
-0.13854222238356825,0.2402664736297178,1
1.912951270212639,0.3090798929161289,1
0.37915502535474044,-0.5244961671549923,1
1.0420183907534668,0.3938114181933825,0
0.7412286902759038,-0.3896493953820127,1
0.3776313563260498,1.1352703321092918,0
1.4966824058112929,-0.5862450115659439,1
0.9537117406475033,0.08210767510648025,0
-0.0211927510340502,0.6409434196726896,1
1.0620465623904782,-0.2724453495355653,1
1.4554383166886242,-0.3119536673962914,1
0.8172380009024179,0.5919378463941876,0
1.173679232928052,-0.19284689053945608,1
1.1672323421367807,-0.5725423470829111,1
1.285121551304129,-0.44456955518044794,1
0.22311303259324722,0.820979922271322,0
0.7616645257854867,0.3706260847067553,0
-0.5535540714124765,0.9488675429616106,0
-0.21781590085491648,1.2742520443380863,0
-0.17754843771119871,0.5204585250080515,1
-1.130264248903655,0.30213333667055486,0
0.9115521700214917,-0.5325643309739281,1
-0.9951866224990555,0.12499156845086368,0
0.7472932387194752,0.37363082999277286,0
1.2572768301217843,-0.40132966782170787,1
2.2536707268025324,0.3283600785541922,1
1.5701343615571293,-0.3760912096301974,1
0.5779447169376419,-0.3739448325310605,1
0.21083356991459098,1.170942129489171,0
-0.5935533937605608,-0.2957084158249957,0
0.47115436137919187,0.694897639082324,0
-0.6343597012302181,0.555957600241706,0
0.02136857635688315,0.06572693285301201,1
-0.02872166781428162,1.016331440421975,0
0.29452055143295147,0.1264562921144119,1
1.8099674800123022,0.2971880071228955,1
-0.1715517401456843,0.7033268174205961,1
1.5648134665622513,-0.2633472260396362,1
-0.3695830157831308,0.7732342707420037,0
-0.5333583825353456,0.6368973877896293,0
0.2284573666870371,-0.12960870096786964,1
0.4493355019995371,-0.3078995142888076,1
0.6540702333942184,-0.6973865183579655,1
