Feature1,Feature2,Label
5.993428306022466,4.276577326367827,Class_A
4.72347139765763,7.418844967661494,Class_A
6.295377076201385,8.759183399735067,Class_A
8.046059712816051,15.66306297202057,Class_C
4.531693250553328,11.669659373601274,Class_B
4.531726086101639,5.993555292700326,Class_A
8.158425631014783,11.45810886825291,Class_B
6.534869458305818,5.358088033184903,Class_A
4.061051228130096,13.248073161661221,Class_B
6.085120087171929,8.586626044546364,Class_A
4.0731646143750755,9.719091433782488,Class_A
4.068540492859486,13.97738994262657,Class_B
5.483924543132068,6.13850929424725,Class_A
1.1734395106844042,5.8086454446610265,Class_A
1.5501643349739345,8.249202020961985,Class_A
3.8754249415180544,13.11513655305795,Class_B
2.9743377593311524,5.4419617735694725,Class_A
5.628494665190548,1.503533205668294,Class_A
3.1839518489575784,8.646523424773005,Class_A
2.175392597329417,11.65522239973276,Class_A
7.931297537843108,13.600785249216488,Class_B
4.548447399026928,8.610515913743804,Class_A
5.1350564093758475,8.765720178651993,Class_A
2.1505036275730864,13.461702202767242,Class_B
3.9112345509496347,4.390774900913739,Class_A
5.2218451794197325,8.834437674450973,Class_A
2.6980128451553944,10.571271669775173,Class_A
5.751396036691344,11.347656163855103,Class_B
3.79872262016239,8.470579920427353,Class_A
4.416612500413446,10.103323035117524,Class_A
3.796586775541206,2.5350179397610315,Class_A
8.704556369017876,8.025254762998454,Class_A
4.973005550524132,11.360526137663403,Class_B
2.8845781420881993,7.053117897235961,Class_A
6.645089824206378,10.176952664768793,Class_A
2.5583127000579555,11.340617502408094,Class_A
5.4177271900095105,8.972352397426706,Class_A
1.0806597522404489,10.511391312989712,Class_A
2.343627902203139,7.111802304146163,Class_A
5.393722471738247,9.38016616091186,Class_A
6.476933159990821,11.830648508767668,Class_B
5.342736562379941,10.470918882905302,Class_A
4.768703435223519,8.240406191308193,Class_A
4.3977926088214225,10.672649212872379,Class_A
2.0429560192651453,12.143829371909854,Class_B
3.5603115832105825,3.850176164267566,Class_A
4.078722458080425,13.477222194867693,Class_B
7.114244452437831,8.991235783956784,Class_A
5.687236579136923,11.27646979972069,Class_B
1.473919689274532,13.591740770935683,Class_B
5.64816793878959,5.884978908308602,Class_A
4.229835439167367,7.87167699271736,Class_A
3.6461559993880828,9.134353912372886,Class_A
6.2233525776817356,7.648739436626715,Class_A
7.061999044991902,15.204809727510426,Class_C
6.862560238232398,7.429683718519621,Class_A
3.3215649535547227,8.3333596615394,Class_A
4.381575248297571,10.61316709480893,Class_A
5.662526862807128,6.3935514217717335,Class_A
6.951090254244718,8.812957864731208,Class_A
