Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Label
0.5106976473784142,-2.377408196056895,1.49088627425559,0.8688609575134426,-0.09464914732617145,-0.14209885429550573,1.6216187557648252,-0.5103991226797511,1
1.874985035048423,-1.148394853951599,-2.257638477729823,-1.248273580437573,1.9466842750966904,-0.6727954534137796,-0.7920152248543636,-2.2201507135841227,1
2.959235555548885,-0.15277623364875115,-1.203851118388896,0.2537276353147518,1.4193829214786988,-0.6853685315480307,-0.36423171641427066,-2.329794579491504,1
1.4321647590138773,-1.1710264436736542,-1.2308226441093104,-0.6583424751992134,1.0527793064691808,-0.974733749797766,-1.0637675520138086,-1.9369011540114454,1
1.823371974678095,0.2886882052590869,-2.5090901940245747,-1.4871072190943508,-0.33340947349253064,0.6526071695018698,-0.497857190822379,-1.587753537942254,1
1.8091049486407051,-2.930928555928852,0.35042453431531606,0.23983219111239357,0.576962883642705,0.43521192654911967,2.295746092097964,-1.4770547708283177,1
0.9205932895652966,-1.1168198834708576,-1.4038007881516388,-1.4508180578179224,-0.6144054799161033,1.122015197379741,0.4901660835217063,-1.0489581061367832,0
0.09708963643282398,1.5165517658328818,3.438200177294327,3.5568523950260476,-1.976214670328014,-0.09940024884291809,2.1344380280033346,1.6671221483987113,1
-1.2728519686247637,1.920908972948681,0.10351773610370962,2.1768257855095214,0.8691345050840963,-3.6810222886552615,-0.27666267408341194,1.7371782345618956,1
0.7216784340557569,-0.927818836209543,0.015121563064439902,0.6183328164543811,1.74763979517966,-2.3730240816686017,-1.4336000421950232,-1.3268617857249776,1
-0.8973103843301136,-3.4198504834260435,1.4622383457615808,0.378000157795933,-0.7636731064777345,-2.4184258426125713,-0.9299361059267355,-0.8603869842979414,1
1.0378259448328726,3.4709634068090027,-2.7400047539689014,-1.667170336673354,-2.4421717283166124,1.1677668942130741,-2.5511522678945355,-0.6691265937919091,1
-0.19106554924412666,0.21401075404753278,0.27118280857455246,-0.19847233162829736,0.03855358262489329,0.11559155534684162,-1.0069979795174184,-0.17914232645160505,0
-0.05986437739616868,-0.7582826727152303,0.9432716627066007,0.06957854332057826,0.5411864747823302,-0.11869273424473459,-0.927980536019295,-0.5580753111064003,0
0.6733199483848055,-1.15343711456268,0.2511617567207942,0.09721551389953101,-0.925617905498232,0.899305763605843,1.8402394834684057,-0.2020913249550905,0
-1.654061559204147,1.2687025375426797,0.4782960509797092,1.7872501690034421,0.3222067928106293,-2.753789545806879,0.28403478731963483,1.954218079433668,1
-0.9141911399528466,1.6573119334261734,2.4118029433983037,3.305727502050871,-0.06612335320100425,-2.122402856585419,0.9983025222449309,1.9951243463794732,1
-0.03107341496427951,-0.1900826168472085,2.265297441951596,0.36225314354618393,-0.031133066161429097,0.8006673503359527,-1.838955480636753,-0.6753379375961968,0
-1.2605030282852911,-0.8184456714488355,1.500797747226617,0.3891282766318987,-0.577063379775845,1.7574605101404654,2.9282830227082197,1.7733073990700314,1
1.526846195914004,-2.520931784884075,-1.7791601403263861,-0.8964626757983352,-0.055372965578354465,0.22359957237649908,2.489627745615012,-1.1893106165172955,0
1.3306965329099028,-2.109305580756752,-0.5837283901543828,-0.20329189933465677,-0.6791587000371186,-0.6842066992682475,0.5919285904607878,-1.5260494914699918,1
2.4639626177656098,2.5443213081827656,-3.1473993386382544,-1.3194754083118734,-0.1777729445953248,1.0707241598095423,-1.109184083500664,-1.4668009135082754,1
0.2555647297415815,-3.6735912442999523,-1.4244064393149214,-2.0038176981334277,0.20057881158107385,-0.05794931739611575,0.40170500455881,-1.5664499996107635,1
-0.7924480539565386,1.1604076074255416,1.1517958502897758,2.0302706462656612,1.1600524266304058,-1.6129871497960426,0.8236459305569235,1.520332987725299,1
0.5930551407726483,1.6149583799005156,0.8152187442971421,2.030920039582428,0.3013274217998597,-0.5940038934698809,1.3427801687279879,0.8639949689866593,1
