Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Label
1.736060702841213,2.632012542384047,1.7879190995794108,0.0245704950990459,-0.6542066399971378,0.927097283005187,2
2.409013944004887,-1.3073514191022841,1.7024475221482462,-0.9211629755546449,2.4135054556673907,0.1647021289327807,1
-0.9450659950185241,-0.4549645438115105,-1.1134919203144265,-1.6868488129917305,1.1985490137417152,1.9298479064660725,2
-0.6387251802992586,3.0845714628656173,0.17962565418077614,1.1252245740701357,-3.5177554364073464,-0.9735346020396233,0
4.113652363458947,2.3113970169440874,1.2431145356335587,-0.6944647821848163,1.2785763623442756,-1.8268393443807798,0
-3.4455374688928124,-1.2234381187466736,0.36053257167398467,1.1354757958494672,-2.55363263154476,1.8085862791232064,2
-2.729157992248122,-2.801462659100804,1.1355092425932911,-0.8896188106491424,-1.9348793530384762,0.6755888456971709,1
-1.267734624949028,0.1885733014341171,-0.8824824802208047,0.20530743654002992,0.1469002052649726,1.8471532781498312,1
2.2916770833289917,-0.5853374981576793,0.9218811807498323,-1.1598488081726435,3.2891660561001737,1.6628058589114318,1
1.0272052255587196,-0.29284426608142256,1.0815406749030387,-0.8268256090092054,0.4759213031899695,-0.07301284139839082,2
-1.7325428030635848,0.4880317047268088,-1.9419102529434458,0.2784949997335691,0.21820544923988772,1.7465671137115635,1
-2.611929538079642,-1.169819585194148,-0.7535902802143358,-0.986676270607882,-1.5397562453066849,0.2776281926400126,0
-0.3864468480938815,-0.8873126127072581,-0.09782049171237817,1.51655066225682,1.0681314105612352,1.5082958882028175,1
-0.19125343870271774,0.6958455162783821,-0.8538472984397226,0.928924428678931,0.123399557853479,0.18619197197267612,0
1.90626736355251,-1.4334135485330664,3.7511927765145523,0.1391190697086147,-0.3061934155532362,-0.7251556408548888,0
-2.9825262995150563,-0.6876953213972617,-2.093895903989446,1.1201575758884315,-0.9928701209260452,0.6223006567621326,1
-1.6372695470145557,-0.10263726895038383,1.5327518985664983,-1.2381118435466891,-2.3093150425934468,1.4863619726722337,2
-0.8826295130527245,-1.4145727988073098,1.1854875105733058,-0.36961025097255035,-0.3110018994728807,1.3760558222291666,1
2.4917190450470947,0.006817717045304983,2.0496035726069266,-0.9445918831333852,0.7744488531811448,-0.8454273247812637,0
-1.85667608396093,-0.7114117544511285,-0.578441765058981,0.5600378928561813,-0.7052394985648329,0.963758139804537,1
-0.058187040288891545,-2.430564114459436,-0.4274990365059941,0.27996713712501414,3.0141311387211474,1.9536791760014243,1
-1.9860653548516258,-1.3509506452683655,-0.9033169814221834,1.3242049144763646,-1.1751647079139995,-0.8252367240901349,0
-2.5230421378157812,0.599960091316929,-1.4321043970286536,1.4182501280360402,-2.5206399936885298,-0.5514965770654574,0
-1.5528827678967598,1.4144631401899366,-2.2806075373128367,-0.22226720892478688,0.41592408677078674,2.3134250454795975,1
-3.039961725655366,-1.1641448944342314,-1.1130405656838334,0.7400813113614706,-1.6492100614397247,0.46176607516152024,0
4.007090232465548,1.5340068372155697,1.3026361187870963,2.0580376679220223,1.8149319893418985,-1.4847027613737842,0
-0.5247382347918876,0.7479471660094938,-0.7814166332625513,0.45857698788572254,-0.12319329077527286,0.6182964155681832,2
-0.37298066848577904,1.7278174346805026,-1.5138779020512718,1.2429334159010637,1.2102305399077529,2.734630612979919,1
2.381397770140917,0.2742292738814017,0.008088503230625044,-1.1018586680309204,2.0824419140038346,-0.9850187143856419,0
-2.7578460975866133,-1.493593587027501,-0.051870668659574015,-1.087441976832741,-1.1202017610963448,1.9732789792544025,1
-1.0366810040234276,1.702608444389694,-0.0691931513665438,-1.2277788674759815,-1.2406200866332815,1.8896635156624746,2
4.078047580762651,1.5983502858798828,1.630144893584232,0.7467117641602575,1.750363466802185,-1.1911296937244438,2
-1.5581039367788532,0.6232065141622669,-0.08131943571343436,0.820964202267195,-0.35425540427977187,3.2596033326267335,1
-0.040382799357274846,-1.364712545846911,0.778909942882237,0.2628306853331731,1.2791954699287835,1.8789543395815254,1
-2.8368434891641883,-2.5809299023772416,-2.9098472524657195,2.2262218210733864,1.9708628557282348,2.122193921090734,2
1.1252352188473713,-0.42968497079667567,0.30065031757195937,0.5476416168376215,2.203203944436842,1.4645345625086366,1
-1.8696011662412393,-0.16927654627636024,-1.0727853813609403,1.250494731446685,-0.44379471776687274,1.3660024328348421,1
-1.7275621004559938,-0.8269429554555776,-0.8791594182672751,0.49982647323052826,-1.0356873866175422,-0.4684117643570339,0
