Feature1,Feature2,Target
-2.50919762305275,7.119872768093243,-22.881417422637426
9.014286128198322,6.234011899153395,17.696503907404136
4.639878836228101,6.367138646400955,-3.2987919222810023
1.973169683940732,2.2680885775989315,9.470781549036499
-6.87962719115127,7.423887970772801,-39.91394250458406
-6.880109593275947,5.522501062467712,-31.811105788733485
-8.83832775663601,4.261445721507593,-42.70095863778482
7.323522915498703,5.286776934684502,12.995046789623363
2.0223002348641756,1.44752953420336,2.2496771320626836
4.161451555920909,5.817305622961341,-4.234963318928304
-9.588310114083951,2.941256983635857,-33.9722067430715
9.398197043239886,2.294659428312931,24.08046568745781
6.648852816008436,1.9552816275642178,18.00950900538741
-5.753217786434477,7.2253767499798505,-31.9655402636611
-6.363500655857988,3.7414732126144226,-27.54531607649807
-6.331909802931324,8.067455419833,-39.866506348078154
-3.9151551408092455,3.9283970738954044,-12.019130827963835
0.49512863264475726,1.5852840848141065,-0.22033629017261025
-1.3610996271576852,2.7669511201026817,-15.974329957316268
-4.175417196039161,7.471623240013877,-18.406368777748735
2.23705789444759,4.688203644126665,-2.4612847191407736
-7.210122786959163,3.903425407018798,-36.81290704641451
-4.157107029295637,5.320036451705575,-22.15129579464166
-2.672763134126166,6.00356547233509,-22.48824655242969
-0.8786003156592805,7.234797631804922,-19.65973289031263
5.703519227860273,7.896998459785852,0.7968641980302476
-6.006524356832806,4.280462708421829,-17.498787024251797
0.28468876827223255,2.3479046278359235,-9.185746510813928
1.8482913772408498,4.173069677753448,3.833664940313962
-9.070991745600045,5.520561013165772,-41.65774902276217
2.1508970380287664,3.0724821475787785,2.730518639794416
-6.58951752625417,3.0856981702099144,-29.307083511226704
-8.69896814029441,5.687575763099771,-43.51707183605347
8.977710745066666,4.902695296859098,24.342930396082284
9.312640661491187,5.065593990823173,20.893138134540543
6.167946962329221,3.4830093305998613,11.032492883143252
-3.9077246165325867,4.539198571588465,-13.281758071325934
-8.046557719872322,3.151533711463391,-39.8878997810593
3.6846605302431374,6.780396822249574,-9.082752010144851
-1.196950125207973,7.070498669447505,-28.920398946662655
-7.5592353031044235,1.3076242755238123,-32.17557739703515
-0.09646179777459629,3.14097827961518,-6.567807738140267
-9.312229577695632,2.006941489819842,-32.203550591567584
8.186408041575643,3.699952131186204,22.333612090252903
-4.824400367999662,4.833124060419278,-23.403953314149078
3.2504456870796403,2.10070956060294,7.416191195266211
-3.7657784782117805,3.1562803737493734,-13.968829562997348
0.40136042355621626,2.992085255837003,-0.6275713234237941
0.934205586865593,5.414534658797888,-9.684103654188533
-6.302910889489459,5.138688674072501,-28.350258955896795
9.391692555291172,3.556524893325493,17.6641290078941
5.502656467222291,5.353641744278796,1.0904397538337172
8.789978831283783,3.906639830825469,23.124830464229806
7.896547008552975,4.456689779347894,20.045013441794456
1.9579995762217024,8.346904180597074,-8.74458590482583
8.437484700462335,7.680922103580696,14.142118148999538
-8.23014995896161,2.4008375261448047,-38.73712618289656
-6.080342751617096,6.6594648357583495,-27.101883648122588
-9.09545422178924,6.622793108983184,-42.764816855755036
-3.4933933847347127,2.7034734224947634,-10.808533124946106
-2.2264542062103594,6.637555287509722,-25.497303270868475
-4.573019364522082,8.075863836825105,-26.48999490631273
6.574750183038589,2.7549103875111722,13.359126449557875
-2.864933466128214,3.164994357971473,-13.661984350613157
-4.381309806252385,7.035322933687005,-24.614408288847024
0.8539216631649698,5.542990621651296,-2.8211156917148545
-7.181515500504747,6.1029525504790465,-38.80924804337321
6.043939615080795,5.681178432800993,-0.3432772748513351
-8.508987126404584,5.781391841856288,-42.765910177911394
9.737738732010346,2.347055743377834,19.442395380821843
5.4448953859331475,7.094635413242896,-1.4703795862614628
-6.025686369316552,7.339179984855547,-35.05332853983891
-9.889557657527952,4.541218511863945,-33.73205530028141
6.309228569096682,4.913046100372275,8.958567515670044
4.137146876952343,1.9377849948885557,3.807779589012463
4.580143360819747,6.0285095120356695,-1.3052539525784066
5.425406933718914,6.144114883428288,3.097755729124205
-8.519106965318192,4.875617966001378,-39.303050293756066
-2.8306854291145473,7.248706719741005,-26.83268308101315
-7.682618809497406,4.331845538040119,-41.96022278228902
7.262068517511871,6.1292118517872005,11.619006456307197
2.4659625365511584,2.960671322615769,2.751853871429484
-3.3820395029470163,4.952895698251524,-18.540054324213
-8.728832994279527,4.651291484194329,-39.73007728721096
-3.780353565686756,5.4506158440818835,-17.197487888982632
-3.496333559465059,4.260946142333283,-19.1131057024971
4.5921235667612805,4.737054808656664,-0.8327465557614931
2.751149427104263,6.652094342883013,0.40421353492654255
7.744254851526531,4.126471525523565,20.97522741648043
-0.5557014967610137,1.7868457985226414,-8.058605576927253
-7.608115081233966,8.499167808410842,-46.47814805086065
4.264895744459899,7.7629081573809735,-9.138496411739968
5.215700972337949,2.4154746097887627,3.8843644483677364
1.2255439513899251,6.379415610490389,-6.000269613590115
5.419343599091221,3.9940504588973136,6.7352102025025875
-0.12408807271218514,5.526974430662119,-12.710727241050218
0.4546565876398816,5.588448258026988,-11.666476891483615
-1.4491796328290079,4.531184399367356,-13.068468820460545
